title, title_normalized
"Ever Fallen in Love (With Someone You Shouldn’t’ve)","Ever Fallen in Love (With Someone You Shouldn't've)"
"Ever Fallen in Love (With Someone You Shouldn’t’ve?)","Ever Fallen in Love (With Someone You Shouldn't've)"
"Ever Fallen in Love… (With Someone You Shouldn’t’ve?)","Ever Fallen in Love (With Someone You Shouldn't've)"
"Ever Fallen In Love (With Someone You Shouldn't 've?)","Ever Fallen In Love (With Someone You Shouldn't've)"
"Ever Fallen In Love... (With Someone You Shouldn't've)","Ever Fallen In Love (With Someone You Shouldn't've)"
"Ever Fallen In Love (With Someone You Shouldn'T've)","Ever Fallen In Love (With Someone You Shouldn't've)"
"Ever Fallen In Love (With Someone You Shouldn'T've)?","Ever Fallen In Love (With Someone You Shouldn't've)"
"Everybody’s Happy Nowadays","Everybody's Happy Nowadays"
"Harmony in My Head","Harmony in my Head"
"Harmony In My Head","Harmony in my Head"
"I Don't Know What to do With My Life","I Don't Know what to do with My Life"
"I Don't Know What to Do with My Life","I Don't Know what to do with My Life"
"I Don't Know What to Do With My Life","I Don't Know what to do with My Life"
"i Don't Mind","I Don't Mind"
"I Don’t Mind","I Don't Mind"
"Lipstick (demo)","Lipstick"
"Love you More","Love You More"
"promises","Promises"
"Sitting Round at Home","Sitting Round At Home"
"Sixteen","Sixteen Again"
"Something's Gone Wrong","Something's Gone Wrong Again"
"Something’s Gone Wrong Again","Something's Gone Wrong Again"
"What Do I Get (Demo)","What Do I Get"
"Why Can't I Touch it?","Why Can't I Touch It?"
"Why Can’t I Touch it?","Why Can't I Touch It?"
"Why Can’t I Touch It","Why Can't I Touch It"
"Why Can’t I Touch It?","Why Can't I Touch It?"
"You Say You Don’t Love Me","You Say You Don't Love Me"
"You Say You Don't Love Me (Demo)","You Say You Don't Love Me"
"Jamaica Ska","Jamaica Sky"
"Apple tree blues","Appletree Blues"
"Apple Tree Blues","Appletree Blues"
"Officer Of Love","Officer of Love"
"One True Way (feat. Madi Diaz)","One True Way feat. Madi Diaz"
"One True Way ft. Madi Diaz","One True Way feat. Madi Diaz"
"Peach Fuzz (live)","Peach Fuzz"
"Sensoria (12""Mix)","Sensoria"
"Sensoria (12"" Mix)","Sensoria"
"Sensoria 12mx","Sensoria"
"Doing The Reactionary","Doin’ The Reactionary"
"Jumpin Jive","Jumpin’ Jive"
"Jumpin' Jive","Jumpin’ Jive"
"Kickin' the Gong Around","Kicking the Gong Around"
"Kickin' The Gong Around","Kicking the Gong Around"
"Minnie the moocher","Minnie The Moocher"
"Minnie the Moocher","Minnie The Moocher"
"St. James' Infirmary","St. James Infirmary"
"The Jumping Jive","The Jumpin’ Jive"
"The Jumpin' Jive","The Jumpin’ Jive"
"Minnie the Moocher (The Ho de Ho Song)","Minnie the Moocher"
"In Search of the Youth Crew","In Search Of The Youth Crew"
"Jerk it Out","Jerk It Out"
"Jerk It Out (Åhlund)","Jerk It Out"
"13 de Mayo","13 de Maio"
"A cor amarela","A Cor Amarela"
"Alegria, alegria","Alegria, Alegria"
"Alegria Alegria","Alegria, Alegria"
"Come as You Are","Come As you Are"
"Come As You Are","Come As you Are"
"How Beautiful Could A Being Be","How Beautiful Could a Being Be"
"How Beautiful Could a Being Be (Dekel Terry Remix)","How Beautiful Could a Being Be"
"London London","London, London"
"Manhatã","Manhata"
"Michelangelo Antonioni","Michaelangelo Antonioni"
"minhas lagrimas","Minhas Lagrimas"
"Minhas Lágrimas","Minhas Lagrimas"
"O Estrangeirobe","O Estrangeiro"
"O Estrangiero","O Estrangeiro"
"Onde o Rio e Mais Baiano","Onde o Rio E Mais Baiano"
"Onde O Rio E Mais Baiano","Onde o Rio E Mais Baiano"
"Onde o Rio É Mais Baiano","Onde o Rio E Mais Baiano"
"Onde Rio E Mais Baiano","Onde o Rio E Mais Baiano"
"Tropicala","Tropicalia"
"Tropicália","Tropicalia"
"Onde o Rio e Mais Baiano","Onde o Rio E Mais Baiano"
"
O Estrangeiro","O Estrangeiro"
"Vamanos","Vamonos"
"The Subtle Art of the Break Up Song","Subtle Art of the Break Up Song"
"Thhis Summer I'll Make It Out To You","This Summer I'll Make It Up To You"
"This Summer I'll Make It Up to You","This Summer I'll Make It Up To You"
"Back Against the Wall","Back Against The Wall"
"Come a Little Closer","Come A Little Closer"
"Night Running (ft. Beck)","Night Running feat. Beck"
"Ready to Let Go","Ready To Let Go"
"spiderhead","Spiderhead"
"Take It or Leave It","Take It Or Leave It"
"Too Late to Say Goodbye","Too Late To Say Goodbye"
"Cigarette day Dreams","Cigarette Daydreams"
"Cigarette Daydreams (Unpeeled)","Cigarette Daydreams"
"Come a Little Closer","Come A Little Closer"
"It's Just Forever (Featuring Alis","It's Just Forever"
"Mess Around.","Mess Around"
"Mess ARound","Mess Around"
"Mess Wround","Mess Around"
"Night Running","Night Running feat. Beck"
"Night Running (Feat Beck)","Night Running feat. Beck"
"Ready To Go","Ready To Let Go"
"Ready�To�Let Go","Ready To Let Go"
"spiderhead","Spiderhead"
"Take It or Leave It","Take It Or Leave It"
"Whole wide world","Whole Wide World"
"Night Running","Night Running feat. Beck"
"Lost Lovin Gal","Lost Lovin' Gal"
"Take Me For A Ride","Take Me For a Ride"
"Lately I've Let Things Slide","Lately I've Let Things Slide (Nick Lowe cover)"
"Nobody’s Sweetheart","Nobody's Sweetheart"
"I Will Survive (clean)","I Will Survive"
"Long Line Of Cars","Long Line of Cars"
"Rock n Roll Lifestyle","Rock 'n' Roll Lifestyle"
"Rock'n' Roll Lifestyle","Rock 'n' Roll Lifestyle"
"Sad Songs and Waltzes","Sad Songs And Waltzes"
"Sad Songs & Waltzes","Sad Songs And Waltzes"
"Short Skirt/long Jacket","Short Skirt Long Jacket"
"Short Skirt / Long Jacket","Short Skirt Long Jacket"
"Short Skirt, Long Jacket","Short Skirt Long Jacket"
"Short Skirt/Long Jacket","Short Skirt Long Jacket"
"Sick of You","Sick Of You"
"The Distance (live)","The Distance"
"Mind Reader","Mind Reader feat. Stout"
"C'est La Moment","C'est Le Moment"
"Gold In Your Pocket","Gold in Your Pocket"
"Across The Wire","Across the Wire"
"All Syestem Red","All Systems Red"
"Alone Again","Alone Again Or"
"Alone Again or","Alone Again Or"
"Attack Ek Robot! Attack!","Attack El Robot! Attack!"
"Attck El Robot! Attack!","Attack El Robot! Attack!"
"Beaneath The City of Dreams","Beneath The City Of Dreams"
"Bend In The Road","Bend To The Road"
"Bend to the Road","Bend To The Road"
"Beneath the City of Dreams","Beneath The City Of Dreams"
"Black Heart (Jazzanova's White Soul dub)","Black Heart (Jazzanova's White Soul Dub)"
"Black Heart - Jazzanova's White Soul Dub","Black Heart (Jazzanova's White Soul Dub)"
"Black Heart rmx","Black Heart"
"corona","Corona"
"cruel","Cruel"
"Cumbia de Donde","Cumbia De Donde"
"Dance Of Death","Dance of Death"
"Deep down","Deep Down"
"El picador","El Picador"
"End of the World with You","End of the World With You"
"End Of The World With You","End of the World With You"
"Falling from the Sky","Falling From The Sky"
"Falling From the Sky","Falling From The Sky"
"Gift X-change","Gift X-Change"
"Gift X Change","Gift X-Change"
"Green Grows The","Green Grows The Holly"
"Green Grows the Holly","Green Grows The Holly"
"Güero Canelo","Guero Canelo"
"Happy Xmas (War is Over)","Happy Xmas (war is Over)"
"Harness The Wind","Harness the Wind"
"Hear The Bells","Hear the Bells"
"Inspiración","Inspiracion"
"Picador","El Picador"
"Quatro (World Drifts In)","Quattro (World Drifts In)"
"Quatto (World Drifts In)","Quattro (World Drifts In)"
"Quattro (World Drift In)","Quattro (World Drifts In)"
"Quattro (Worlds Drift In)","Quattro (World Drifts In)"
"Señor (Tales of Yankee Power)","Senor (Tales of Yankee Power)"
"Sunket Waltz","Sunken Waltz"
"The Ride, Part 2","The Ride part 2"
"The Ride (pt II)","The Ride (Pt II)"
"The Town And Miss Lorraine","The Town and Miss Lorraine"
"The Town & Miss Lorraine","The Town and Miss Lorraine"
"Two Silver Trees~","Two Silver Trees"
"Under The Wheels","Under the Wheels"
"Victor Jara’s Hands","Victor Jara's Hands"
"Victor Jara'S Hands","Victor Jara's Hands"
"Voices In the Field","Voices in the Field"
"Voices In The Field","Voices in the Field"
"When the Angels Play","When the Angels Played"
"When The Angels Played","When the Angels Played"
"Writer'S Minor Holiday","Writer's Minor Holiday"
"Yours And Mine","Yours and Mine"
"A History of Lovers","History of Lovers"
"Burn That Broken Bed (Overhead)","Burn That Broken Bed"
"He Lays In Reigns","He Lays in Reins"
"He Lays in the Rein","He Lays in Reins"
"He Lays in the Reins","He Lays in Reins"
"History of lovers","History of Lovers"
"History Of Lovers","History of Lovers"
"History of Lovers (radio edit)","History of Lovers"
"History of Lovers (Radio Edit)","History of Lovers"
"Father  Mountain","Father Mountain"
"Calexico Christmas","Christmas All Over Again"
"History Of Lovers","History of Lovers"
"History Of Lovers","History of Lovers"
"A History of Lovers","History of Lovers"
"He Lays in the Reins","He Lays in Reins"
"He Lays In the Reins","He Lays in Reins"
"Prison On Route 41","Prison on Route 41"
"History of Lovers (radio edit)","History of Lovers"
"A History of Lovers","History of Lovers"
"He Lays in the Reins","He Lays in Reins"
"Sixteen Maybe Less","Sixteen, Maybe Less"
"Buñuel","Bunuel"
"Pink And Sour","Pink and Sour"
"Spider's House","Spiders House"
"Soul Sauce III","Soul Sauce"
"Acceptable in the 80's","Acceptable In the 80s"
"Acceptable in the 80s","Acceptable In the 80s"
"Acceptable in the 80'S","Acceptable In the 80s"
"Acceptable In the 80's","Acceptable In the 80s"
"Acceptable In the 80S","Acceptable In the 80s"
"Acceptable In The 80's","Acceptable In the 80s"
"Acceptable In The 80s","Acceptable In the 80s"
"Acceptable In The 80'S","Acceptable In the 80s"
"Acceptable In The 80S","Acceptable In the 80s"
"Colours (Colours)","Colours"
"Girls","The Girls"
"Merrymaking at My Place","Merrymaking At My Place"
"Merry Making at My Place","Merrymaking At My Place"
"Merry Making At My Place","Merrymaking At My Place"
"Merrymaking At My Place - Kissy Sellout","Merrymaking At My Place"
"Merrymaking At My  Place (Mr. Oizo Remix)","Merrymaking At My Place"
"Merrymaking At My Place (Mr. Oizo Remix)","Merrymaking At My Place"
"Die beautiful","Die Beautiful"
"Watina","Abatina"
"Blizzard","The Blizzard"
"Break It To Me Gently","Break It To You Gently"
"Break it to You Gently","Break It To You Gently"
"Break It to You Gently","Break It To You Gently"
"Come Back Margaret (Live)","Come Back Margaret"
"Eighties Tan","Eighties Fan"
"Fifth in Line to the Throne","Fifth In Line To The Throne"
"Fifth In Line to the Throne","Fifth In Line To The Throne"
"Hands up baby","Hands Up Baby"
"Honey In the Sun","Honey in the Sun"
"Keep it Clean","Keep It Clean"
"Knee Deep at the NPL","Knee Deep At The NPL"
"Knee Deep At the NPL","Knee Deep At The NPL"
"Let's Get out of This Country","Let’s Get Out of This Country"
"Let's Get Out of this Country","Let’s Get Out of This Country"
"Let's Get Out of This Country","Let’s Get Out of This Country"
"Let?s Get Out Of This Country","Let's Get Out Of This Country"
"Let'S Get Out Of This Country","Let's Get Out Of This Country"
"Let's Get Out Of This County","Let's Get Out Of This Country"
"Llloyd, I'm Ready To Be Heartbroken","Lloyd, I'm Ready to Be Heartbroken"
"Llody, I""m Ready to be Heartboken","Lloyd, I'm Ready to be Heartbroken"
"Lloyd, I'm read to be heartbroken","Lloyd, I'm ready to be heartbroken"
"Lloyd, I’m Ready to Be Heartbroken","Lloyd, I'm Ready to Be Heartbroken"
"Lloyd, I'm Ready To Be Heartbroken","Lloyd, I'm Ready to Be Heartbroken"
"Lloyd, I?m Ready To Be Heartbroken","Lloyd, I'm Ready to Be Heartbroken"
"Lloyd, I'M Ready To Be Heartbroken","Lloyd, I'm Ready to Be Heartbroken"
"Lloyd, I'm Ready to Be Heartbroken - Single","Lloyd, I'm Ready to Be Heartbroken"
"New Year’s Resolution","New Year's Resolution"
"New Years Resolution","New Year's Resolution"
"Roman holiday","Roman Holiday"
"Tears for Affairs","Tears For Affairs"
"Tears For Affairs (Live)","Tears For Affairs"
"Teenager (Live)","Teenager"
"The Blizzard Song","The Blizzard"
"Tougher Than the Rest","Tougher Than The Rest"
"Love Take Miles","Love Takes Miles"
"Take Yo' Praise","Take Yo Praise"
"Take Yo 'Praise","Take Yo Praise"
"Take Yo’ Praise","Take Yo Praise"
"Take Yo' Praise (Club Remix)","Take Yo' Praise"
"Take Yo' Praise","Take Yo Praise"
"The  Opener","The Opener"
"The Poppies of Balmorhea","The Poppies Of Balmorhea"
"Eye Of Fatima","Eye Of Fatima (Pt. 1)"
"Eye Of Fatima 1","Eye Of Fatima (Pt. 1)"
"Eye of Fatima (Part 1)","Eye Of Fatima (Pt. 1)"
"Eye Of Fatima (Part 1)","Eye Of Fatima (Pt. 1)"
"Eye of Fatima Parts 1 & 2","Eye of Fatima Parts 1 and 2"
"Eye of Fatima, Parts 1 & 2","Eye of Fatima Parts 1 and 2"
"Eye of Fatima (Pt. 1)","Eye Of Fatima (Pt. 1)"
"Eye of Fatima Pt 1","Eye Of Fatima (Pt. 1)"
"Eye of Fatima Pt. 1","Eye Of Fatima (Pt. 1)"
"Eye of Fatima, Pt. 1","Eye Of Fatima (Pt. 1)"
"Eye Of Fatima PT 1","Eye Of Fatima (Pt. 1)"
"Eye of Fatima Pt. I","Eye Of Fatima (Pt. 1)"
"Eye Of Fatima (Pts, 1","Eye Of Fatima (Pt. 1)"
"One of These Days","One Of These Days"
"Pictures of Matchstick Man","Pictures of Matchstick Men"
"Pictures Of Matchstick Man","Pictures of Matchstick Men"
"Pictures Of Matchstick Men","Pictures of Matchstick Men"
"Pictures of Matchstick Men (Cox demo)","Pictures of Matchstick Men"
"Pictures of Matchstick Men (fox studio demo)","Pictures of Matchstick Men"
"Pictures of Matchstick Men (Fox Studios Demo)","Pictures of Matchstick Men"
"Take the Skinhead Bowling","Take the Skinheads Bowling"
"Take the Skinheads","Take the Skinheads Bowling"
"Take The Skinheads Bowlin","Take The Skinheads Bowling"
"Take the Skinheads bowling","Take the Skinheads Bowling"
"Take theSkinheads Bowling","Take the Skinheads Bowling"
"Take the Skinheads Bowling (live at kexp)","Take the Skinheads Bowling"
"Take the Skinheads Bowliong","Take the Skinheads Bowling"
"That Gum You Like Is Back In Style","That Gum You Like Is Back in Style"
"The Poppies of Balmorhea","The Poppies Of Balmorhea"
"Bring Me Coffee or Tea","Bring Me Coffee Or Tea"
"Can Can","Halleluwah"
"Come sta, la luna","come sta, la luna"
"Halleluhwah","Halleluwah"
"Hallelujah","Halleluwah"
"i Want More","I Want More"
"I Want More and...","I Want More"
"I Want More (Edit)","I Want More"
"Oh Yeah!","Oh Yeah"
"She Brings the Rain","She Brings The Rain"
"lips","Lips"
"whiskey","Whiskey"
"Standby Your Man","Stand By Your Man"
"Best Thang You Ever Had","The Best Thing You Ever Had"
"Cry to Me","Cry To Me"
"Heart on a String","Heart On A String"
"How Can I Put Out the Flame (When You Keep the Fire Burning)","How Can I Put Out The Flame (When You Keep The Fire Burning)"
"I'm Just A Prisoner (Of Your Good Love)","I'm Just A Prisoner (Of Your Good Lovin)"
"I'm Just a Prisoner (of Your Good Lovin')","I'm Just A Prisoner (Of Your Good Lovin)"
"I'm Just a Prisoner (Of Your Good Lovin')","I'm Just A Prisoner (Of Your Good Lovin)"
"I'm Just A Prisoner (of Your Good Lovin')","I'm Just A Prisoner (Of Your Good Lovin)"
"I'm Just A Prisoner (Of Your Good Lovin')","I'm Just A Prisoner (Of Your Good Lovin)"
"In the Ghetto","In The Ghetto"
"Someone you use","Someone You Use"
"Stand by Your Man","Stand By Your Man"
"Sure as Sin","Sure As Sin"
"The Best Thang You Ever Had","The Best Thing You Ever Had"
"Too Hurt to Cry","Too Hurt To Cry"
"You Don't Have Very Far to Go","You Don't Have Far to Go"
"Young  Heart Run Free","Young Hearts Run Free"
"Young Hearts Fun Free","Young Hearts Run Free"
"Knockin’ Boots","Knockin' Boots"
"Going Up Country","Going Up The Country"
"Going up the Country","Going Up The Country"
"Going Up the Country","Going Up The Country"
"Going Up To Country","Going Up The Country"
"Goin' Up The Country","Goin Up The Country"
"Let;s Work Together","Let's Work Together"
"Work Together","Let's Work Together"
"Whiskey And Wimmen'","Whiskey and Wimmin'"
"A B-Boys Alpha","A B Boys Alpha"
"Iron Galaxy (Clean)","Iron Galaxy"
"Bohemia After Dark (Diamond D Remix)","Bohemia After Dark"
"Mercy Mercy","Mercy, Mercy, Mercy"
"Mercy Mercy Mercy","Mercy, Mercy, Mercy"
"Mercy, Mercy, Mercy (Live)","Mercy, Mercy, Mercy"
"Walk Tall / Mercy, Mercy, Mercy","Mercy, Mercy, Mercy"
"Mercy, Mercy, Mercy (Live)","Mercy, Mercy, Mercy"
"Mercy Mercy","Mercy, Mercy, Mercy"
"Mercy Mercy Mercy","Mercy, Mercy, Mercy"
"Mercy. MercyMercy","Mercy, Mercy, Mercy"
"Walk Tall / Mercy, Mercy, Mercy","Mercy, Mercy, Mercy"
"Fire For You","Fire for You"
"Fire for You (remix)","Fire for You"
"Fire for You remix","Fire for You"
"Fire for You Remix","Fire for You"
"Minglewood Blues (Remastered)","Minglewood Blues"
"Safe And Sound","Safe and Sound"
"Safe & Sound","Safe and Sound"
"Safe Sound","Safe and Sound"
"Pilow","Pillow"
"Capricorn","Hey Garcon"
"Town Of Sorrow","Town of Sorrow"
"Love Will Keep Us Together (nightcore)","Love Will Keep Us Together"
"electricity","Electricity"
"Hothead","Hot Head"
"Im Gonna Booglarize You Baby","I'm Gonna Booglarize You Baby"
"Too much time","Too Much Time"
"Moonlight On Vermont","Moonlight on Vermont"
"Moonlight In Vermont","Moonlight on Vermont"
"Moonlight On Vermont","Moonlight on Vermont"
